Facility ID,Facility Name,Facility Type,Ownership,Operational Status,Province,District,Services
3643,Tusekelemo Private Clinic,Health Centre,Private,Functional,Central,Mkushi,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; Maternity; Laboratory Services; Dental; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); ART & VMMC; Public Health Services; Maternity; General Practice Consultation & Treatment; Surgery; Resuscitation and Emergency Medicine; Critical Care Medicine (High Dependency Care); Psychiatry and Mental Health"
4576,Seesa Health Post,Health Post,MOH,Functional,Luapula,Mwansabombwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3553,Mkushi Coppermine Rural Health Center,Health Centre,MOH,Functional,Central,Luano,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3145,Masunga Health Post,Health Post,MOH,Functional,Central,Serenje,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4592,Dr. Javias Medical Center Limited,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4588,Mungule Mini Hospital,1st Level Hospital,MOH,Functional,Central,Chibombo,Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Surgery; Resuscitation and Emergency Medicine; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services
4599,HITECH Diagnostic Limited,Diagnostic centre,Private,Functional,Lusaka,Lusaka,N/A
2826,Musonda Rural Health Centre,Health Centre,MOH,Functional,Luapula,Mwense,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
1483,Nachitete Health Centre,Health Centre,MOH,Functional,Lusaka,Chongwe,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
3456,Mwembeshi Open Air Correctional Facility,Health Post,MOH,Functional,Lusaka,Chilanga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3947,Katito Health Post,Health Post,MOH,Functional,Northern,Mbala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1507,University Teaching Hospital - Adult,3rd Level Hospital,MOH,Functional,Lusaka,Lusaka,N/A
3175,Chaola Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4603,Max Clinic - Matero,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4607,SHAYNEZ OPTICAL CENTRE LTD,Optic Clinics,Private,Functional,Lusaka,Lusaka,N/A
4304,P J'S Primary Medical Centre,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4591,New Life Medical Centre,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
1473,Mpanshya Hospital Affiliated Health Centre,Health Centre,Faith Based,Functional,Lusaka,Rufunsa,N/A
1510,University Teaching Hospital - Eye,3rd Level Hospital,MOH,Functional,Lusaka,Lusaka,N/A
4234,Critic Care Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4593,Pemba Mini Hospital,Health Centre,MOH,Functional,Southern,Pemba,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
4596,Chililabombwe District Hospital,1st Level Hospital,MOH,Functional,Copperbelt,Chililabombwe,Surgery; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Resuscitation and Emergency Medicine
4602,Lunzua Health Post,Health Post,MOH,Functional,Northern,Mbala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4606,Healing Touch Clinic Limited,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4601,ClearView Opticians Limited,Optic Clinics,Private,Functional,Lusaka,Lusaka,N/A
4206,Kalikiliki Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3889,Kalingalinga Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4003,Kang'wena Health Post,Health Post,MOH,Functional,North-Western,Mushindano,"General Practice Consultation & Treatment; Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3966,Morris Rowe Health Post,Health Post,MOH,Functional,North-Western,Kalumbila,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
4085,Walawala Health Post,Health Post,MOH,Functional,Western,Sesheke,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
4614,Optic Zone Opticians,Optic Clinics,Private,Functional,Lusaka,Lusaka,N/A
4613,Sanjeevani Healthcare Ltd,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
1288,El Shalom Private Clinic,Health Centre,Private,Functional,Southern,Monze,N/A
1495,Charles J Nyirenda Hospital,1st Level Hospital,ZDF,Functional,Lusaka,Lusaka,N/A
3663,Circle of Hope VCT & ART Centre,Health Post,Private,Functional,Lusaka,Lusaka,N/A
4219,Care For You Medical Clinic Limited,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4610,Palisa Medical Center,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4609,Oaklands Clinic,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4263,Hope in Christ Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4270,Lusaka IVF Fertility Clinic,Fertility clinic,Private,Functional,Lusaka,Lusaka,N/A
4338,National Breweries Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4492,Dental Training School,3rd Level Hospital,MOH,Functional,Lusaka,Lusaka,N/A
4269,Good Esthetics Dental,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
4260,Elite Dental Care Clinic,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
4615,PPAZ Clinic Choma,Health Post,Private,Functional,Southern,Choma,N/A
4584,Monze Correctional Heath Post,Health Post,Operational status,Functional,Southern,Monze,N/A
4332,Premium Medical Services Limited,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4623,Nchelenge District Hospital,1st Level Hospital,MOH,Functional,Luapula,Nchelenge,N/A
4327,Premium Medical Services Limited (Ambulance),Ambulance,Private,Functional,Lusaka,Lusaka,N/A
4622,Pendleton Children's Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4663,Oldpath Baptist Clinic,Health Post,Faith Based,Functional,Copperbelt,Lufwanyama,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4238,Crossroads Medical Centre,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4504,ABACUS MEDICAL SERVICES,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4230,Copper Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4273,Healfast Medical Centre - Chawama,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4571,Royal Hospital Limited,3rd Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
4297,Ruth Kaluluma Memorial Medical Centre,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4600,Carepeak Specialist Clinic,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4483,Great North Academy Rehab Centre,Health Centre,Private,Permanent closure,Lusaka,Lusaka,N/A
4342,Planned Parenthood Association (PPAZ) Clinic- Lusaka,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4632,ALPINE HEALTH CENTRE,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4617,BAKWETU DENTAL CARE,Dental clinic,Private,Functional,North-Western,Solwezi,Dental; Dental
4629,TWIN PALMS CLINIC AND ARTHRITIS CARE CENTRE,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4667,Lukangaba Health Post,Health Post,MOH,Functional,Luapula,Mansa,N/A
4668,Yamba Yamba Health Post,Health Post,MOH,Functional,Luapula,Mansa,N/A
4626,Chamboli Level 1 Hospital,1st Level Hospital,MOH,Functional,Copperbelt,Kitwe,N/A
4685,Kabanga1 Health Post,Health Post,MOH,Functional,Western,Mulobezi,N/A
4684,Chibwe Health Post,Health Post,MOH,Functional,Western,Mulobezi,N/A
4686,Sisibi Health Post,Health Post,MOH,Functional,Western,Mulobezi,N/A
4628,WOODLANDS SPECIALIST CLINIC AND WELLNESS,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
2415,Mindolo Ecumenical Fellowship Health Post,Health Post,Faith Based,Functional,Copperbelt,Kitwe,N/A
4645,Crown Dental Clinic - Munali,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
4644,Extend Care and Consultancy Ltd,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4639,Morningstar Clinic,Health Centre,Private,Functional,Lusaka,Chongwe,N/A
4643,Mulema Sampa Health Post,Health Post,MOH,Functional,Northern,Mungwi,N/A
4631,Kakikasa Health Post,Health Post,MOH,Functional,North-Western,Mufumbwe,N/A
4647,Health view,Health Centre,Private,Functional,Copperbelt,Ndola,N/A
4648,SRA Medical Centre,Health Centre,Private,Functional,Copperbelt,Ndola,N/A
2337,Nalwange Family Clinic,Health Centre,Private,Functional,Copperbelt,Ndola,N/A
4307,St. Claire Mission Clinic,General clinic,Faith Based,Functional,Lusaka,Lusaka,N/A
4630,Mars Clinic - Olympia,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4670,Venus Centre,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4637,Kalulushi Healthlane Medical Centre,Health Centre,Private,Functional,Copperbelt,Kalulushi,"Dental; Laboratory Services; Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4624,Mission Regan Zambia Clinic,Health Centre,Faith Based,Functional,Copperbelt,Kitwe,N/A
4625,Speciality Emergency Services,Health Centre,Private,Functional,Copperbelt,Kitwe,N/A
4627,Chimwemwe Level 1 District Hospital,1st Level Hospital,MOH,Functional,Copperbelt,Kitwe,"Maternity; General Practice Consultation & Treatment; Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; General Practice Consultation & Treatment; Public Health Services; Laboratory Services; ART & VMMC; Imaging such as radiology and sonography (Simple and Special); Patient Referral and Transfer; Palliative care services; Psychiatry and Mental Health; Resuscitation and Emergency Medicine; Physiotherapy and Rehabilitation"
4634,Hillbengrace Medical Centre,Health Centre,Private,Functional,Copperbelt,Kitwe,"Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4646,Trinity Care Medical Centre,Health Centre,Private,Functional,Copperbelt,Kitwe,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4652,Kashininkisha Rural Health Post,Health Post,MOH,Functional,Copperbelt,Lufwanyama,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4635,ZNS Musakashi Camp Health Centre,General clinic,ZNS,Functional,Copperbelt,Mufulira,N/A
4363,Covenant Dental Solutions Limited,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
4672,Mosi-Ou-Tunya Private Clinic and Diagnostic Centre,General clinic,Private,Functional,Southern,Livingstone,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4671,Langiza Chikondi Clinic,Fertility clinic,Private,Functional,Lusaka,Lusaka,N/A
4677,Chinthimbe Health Post,Health Post,MOH,Functional,Eastern,Lumezi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC"
4687,Luana Rural Health Post,Health Post,MOH,Functional,Central,Chisamba,N/A
4678,Tubondo Health Post,Health Post,MOH,Functional,Muchinga,Lavushi Manda,"Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Maternity"
4680,Kantimba Health Post,Health Post,MOH,Functional,Muchinga,Shiwang'andu,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4666,South Point Emergency Casuaty Centre - Manda Hill,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
4661,Kagem Mine Clinic,Health Post,Private,Functional,Copperbelt,Lufwanyama,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4665,Zambia Air Force Hospital,1st Level Hospital,ZAF,Functional,Lusaka,Lusaka,N/A
