facility_code,service_category,service_group,service_detail
3569,Laboratory Services,Laboratory Services,Laboratory Services
3569,Public Health Services,Public Health Services,Public Health Services
3569,ART & VMMC,ART & VMMC,ART & VMMC
3594,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3594,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3594,Maternity,Maternity,Maternity
3594,Public Health Services,Public Health Services,Public Health Services
3550,Maternity,Maternity,Maternity
3550,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3550,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3550,Public Health Services,Public Health Services,Public Health Services
3558,Public Health Services,Public Health Services,Public Health Services
3558,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3558,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3558,Maternity,Maternity,Maternity
3591,Maternity,Maternity,Maternity
3591,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3591,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3591,Public Health Services,Public Health Services,Public Health Services
3568,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
3568,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
3568,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
3568,Laboratory Services,Laboratory Services,Laboratory Services
3568,Dental,Dental,Dental
3568,Ophthalmology,Ophthalmology,Ophthalmology
3568,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
3568,Palliative care services,Palliative care services,Palliative care services
3568,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
3568,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
3568,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
3568,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
3568,Surgery,Surgery,Surgery
3546,ART & VMMC,ART & VMMC,ART & VMMC
3546,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3546,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3546,Maternity,Maternity,Maternity
3546,Dental,Dental,Dental
3546,Laboratory Services,Laboratory Services,Laboratory Services
3546,Public Health Services,Public Health Services,Public Health Services
3541,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3541,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3541,Maternity,Maternity,Maternity
3541,ART & VMMC,ART & VMMC,ART & VMMC
3541,Public Health Services,Public Health Services,Public Health Services
3541,Dental,Dental,Dental
3541,Laboratory Services,Laboratory Services,Laboratory Services
3573,Public Health Services,Public Health Services,Public Health Services
3573,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3573,ART & VMMC,ART & VMMC,ART & VMMC
3573,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3573,Maternity,Maternity,Maternity
3573,Dental,Dental,Dental
3573,Laboratory Services,Laboratory Services,Laboratory Services
3575,ART & VMMC,ART & VMMC,ART & VMMC
3575,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3575,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3575,Maternity,Maternity,Maternity
3575,Dental,Dental,Dental
3575,Laboratory Services,Laboratory Services,Laboratory Services
3575,Public Health Services,Public Health Services,Public Health Services
3545,Dental,Dental,Dental
3545,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3545,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3545,Maternity,Maternity,Maternity
3545,Laboratory Services,Laboratory Services,Laboratory Services
3545,Public Health Services,Public Health Services,Public Health Services
3545,ART & VMMC,ART & VMMC,ART & VMMC
3560,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3560,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3560,Maternity,Maternity,Maternity
3560,ART & VMMC,ART & VMMC,ART & VMMC
3560,Public Health Services,Public Health Services,Public Health Services
3560,Dental,Dental,Dental
3560,Laboratory Services,Laboratory Services,Laboratory Services
3561,Maternity,Maternity,Maternity
3561,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3561,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3561,Public Health Services,Public Health Services,Public Health Services
3567,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3567,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3567,Maternity,Maternity,Maternity
3567,ART & VMMC,ART & VMMC,ART & VMMC
3567,Public Health Services,Public Health Services,Public Health Services
3567,Dental,Dental,Dental
3567,Laboratory Services,Laboratory Services,Laboratory Services
3571,Public Health Services,Public Health Services,Public Health Services
3571,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3571,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3571,Maternity,Maternity,Maternity
3571,Dental,Dental,Dental
3571,Laboratory Services,Laboratory Services,Laboratory Services
3571,ART & VMMC,ART & VMMC,ART & VMMC
3592,Public Health Services,Public Health Services,Public Health Services
3592,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3592,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3592,Maternity,Maternity,Maternity
3600,ART & VMMC,ART & VMMC,ART & VMMC
3600,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3600,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3600,Maternity,Maternity,Maternity
3600,Dental,Dental,Dental
3600,Laboratory Services,Laboratory Services,Laboratory Services
3600,Public Health Services,Public Health Services,Public Health Services
3617,ART & VMMC,ART & VMMC,ART & VMMC
3617,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3617,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3617,Maternity,Maternity,Maternity
3617,Dental,Dental,Dental
3617,Laboratory Services,Laboratory Services,Laboratory Services
3617,Public Health Services,Public Health Services,Public Health Services
3615,Dental,Dental,Dental
3615,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3615,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3615,Maternity,Maternity,Maternity
3615,Laboratory Services,Laboratory Services,Laboratory Services
3615,Public Health Services,Public Health Services,Public Health Services
3615,ART & VMMC,ART & VMMC,ART & VMMC
1351,Maternity,Maternity,Maternity
1351,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1351,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1351,Public Health Services,Public Health Services,Public Health Services
1041,Maternity,Maternity,Maternity
1041,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1041,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
